holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,Hour,Day_of_Week,Weekend_Indicator,Hour_sin,Hour_cos,Rain_Indicator,Weather_Clear,Weather_Clouds,Weather_Drizzle,Weather_Fog,Weather_Haze,Weather_Mist,Weather_Rain,Weather_Smoke,Weather_Snow,Weather_Squall,Weather_Thunderstorm,Temp_Scaled,Clouds_Scaled,Congestion_Category
None,285.45,0.0,0.0,1,Clear,sky is clear,2012-10-02 23:00:00,963,10,23,Tuesday,0,-0.25881904510252157,0.9659258262890681,0,1,0,0,0,0,0,0,0,0,0,0,0.6307738452309538,0.01,Low
None,284.63,0.0,0.0,1,Clear,sky is clear,2012-10-03 00:00:00,506,10,0,Wednesday,0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.6184763047390522,0.01,Low
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-03 01:00:00,321,10,1,Wednesday,0,0.25881904510252074,0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.601079784043192,0.01,Low
None,281.18,0.0,0.0,1,Clear,sky is clear,2012-10-03 02:00:00,273,10,2,Wednesday,0,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0.5667366526694664,0.01,Low
None,281.09,0.0,0.0,1,Clear,sky is clear,2012-10-03 03:00:00,367,10,3,Wednesday,0,0.7071067811865476,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0.5653869226154766,0.01,Low
None,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814,10,4,Wednesday,0,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0.5419916016796638,0.01,Low
None,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,10,5,Wednesday,0,0.9659258262890683,0.25881904510252074,0,1,0,0,0,0,0,0,0,0,0,0,0.5283443311337734,0.01,Medium
None,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,10,6,Wednesday,0,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0.5224955008998204,0.01,High
None,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,10,8,Wednesday,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0.5208458308338334,0.01,High
None,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,10,9,Wednesday,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,0,0,0,0,0,0,0,0,0.5862327534493106,0.01,High
None,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,10,12,Wednesday,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.7285542891421721,0.01,High
None,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,10,13,Wednesday,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.7474505098980208,0.01,Medium
None,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,10,14,Wednesday,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,0,0,0,0,0,0,0.763647270545891,0.01,High
None,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,10,15,Wednesday,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,0,0,0,0,0,0.776544691061788,0.01,High
None,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,10,16,Wednesday,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0.7759448110377924,0.01,High
None,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,10,18,Wednesday,0,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.7538992201559693,0.2,Medium
None,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,10,19,Wednesday,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.7087582483503297,0.2,Medium
None,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,10,20,Wednesday,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.6718656268746251,0.2,Medium
None,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,10,21,Wednesday,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,0,0,0,0,0,0,0,0,0.6555188962207563,0.01,Medium
None,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,10,22,Wednesday,0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,0,0,0,0,0,0,0.642771445710858,0.01,Medium
None,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,10,23,Wednesday,0,-0.25881904510252157,0.9659258262890681,0,1,0,0,0,0,0,0,0,0,0,0,0.6279244151169766,0.01,Low
None,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,10,0,Thursday,0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.6172765446910621,0.01,Low
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,10,1,Thursday,0,0.25881904510252074,0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.601079784043192,0.01,Low
None,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,10,2,Thursday,0,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0.5965806838632277,0.01,Low
None,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,10,3,Thursday,0,0.7071067811865476,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0.5796340731853634,0.01,Low
None,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,10,4,Thursday,0,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0.574385122975405,0.01,Low
None,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,10,5,Thursday,0,0.9659258262890683,0.25881904510252074,0,1,0,0,0,0,0,0,0,0,0,0,0.5688362327534493,0.01,Medium
None,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,10,6,Thursday,0,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0.5601379724055192,0.01,High
None,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,10,7,Thursday,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,0,0,0,0,0.5575884823035393,0.01,High
None,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,10,8,Thursday,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0.5769346130773849,0.01,High
None,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,10,9,Thursday,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,0,0,0,0,0,0,0,0,0.6237252549490107,0.01,High
None,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,10,10,Thursday,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0.6867126574685065,0.01,Medium
None,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,10,11,Thursday,0,0.258819045102521,-0.9659258262890682,0,1,0,0,0,0,0,0,0,0,0,0,0.7222555488902223,0.01,Medium
None,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,10,12,Thursday,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.7735452909418121,0.01,High
None,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,10,13,Thursday,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.7946910617876425,0.01,High
None,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,10,14,Thursday,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,0,0,0,0,0,0,0.8087882423515297,0.01,High
None,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,10,15,Thursday,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,0,0,0,0,0,0.821535692861428,0.01,High
None,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,10,16,Thursday,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.8198860227954411,0.2,High
None,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,10,17,Thursday,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.8140371925614881,0.2,High
None,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,10,18,Thursday,0,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.7943911217756452,0.4,Medium
None,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,10,19,Thursday,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.7567486502699465,0.4,Medium
None,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,10,20,Thursday,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.7354529094181166,0.4,Medium
None,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,10,21,Thursday,0,-0.7071067811865477,0.7071067811865474,0,0,1,0,0,0,0,0,0,0,0,0,0.7255548890221954,0.75,Medium
None,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,10,22,Thursday,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0.719406118776245,0.75,Medium
None,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,10,23,Thursday,0,-0.25881904510252157,0.9659258262890681,0,0,1,0,0,0,0,0,0,0,0,0,0.7158068386322738,0.75,Low
None,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,10,0,Friday,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.7084583083383323,0.75,Low
None,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,10,1,Friday,0,0.25881904510252074,0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.7059088182363525,0.4,Low
None,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,10,3,Friday,0,0.7071067811865476,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0.6879124175164967,0.0,Low
None,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,10,5,Friday,0,0.9659258262890683,0.25881904510252074,0,0,1,0,0,0,0,0,0,0,0,0,0.5971805638872224,0.75,Medium
None,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,10,6,Friday,0,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0.5826334733053392,0.9,High
None,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,10,7,Friday,0,0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.574385122975405,0.9,High
None,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,10,8,Friday,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0.5575884823035393,0.9,High
None,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,10,9,Friday,0,0.7071067811865476,-0.7071067811865475,0,0,1,0,0,0,0,0,0,0,0,0,0.5493401319736052,0.75,High
None,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,10,10,Friday,0,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.5506898620275948,0.75,Medium
None,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,10,11,Friday,0,0.258819045102521,-0.9659258262890682,0,0,1,0,0,0,0,0,0,0,0,0,0.5490401919616078,0.9,High
None,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,10,12,Friday,0,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.5569886022795438,0.9,High
None,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,10,13,Friday,0,-0.2588190451025208,-0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.5704859028194363,0.75,High
None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,10,14,Friday,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0,0.5757348530293939,0.9,High
None,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,10,15,Friday,0,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0.5776844631073791,0.9,High
None,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,10,16,Friday,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.5749850029994006,0.9,High
None,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,10,17,Friday,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.5703359328134378,0.9,High
None,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,10,18,Friday,0,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.5620875824835035,0.9,High
None,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,10,19,Friday,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.5512897420515895,0.9,Medium
None,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,10,20,Friday,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.5457408518296338,0.9,Medium
None,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,10,21,Friday,0,-0.7071067811865477,0.7071067811865474,0,0,1,0,0,0,0,0,0,0,0,0,0.5437912417516495,0.75,Medium
None,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,10,22,Friday,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0.5373425314937018,0.4,Medium
None,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,10,23,Friday,0,-0.25881904510252157,0.9659258262890681,0,0,1,0,0,0,0,0,0,0,0,0,0.5349430113977206,0.4,Medium
None,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,10,0,Saturday,1,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.5311937612477506,0.9,Medium
None,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,10,1,Saturday,1,0.25881904510252074,0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.527294541091782,0.9,Low
None,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,10,2,Saturday,1,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.5278944211157767,0.9,Low
None,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,10,4,Saturday,1,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.5038992201559691,0.75,Low
None,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,10,5,Saturday,1,0.9659258262890683,0.25881904510252074,0,0,1,0,0,0,0,0,0,0,0,0,0.4943011397720461,0.2,Low
None,275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352,10,6,Saturday,1,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0.48005398920215936,0.01,Medium
None,275.17,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,2072,10,7,Saturday,1,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,0,0,0,0,0.4766046790641876,0.01,Medium
None,274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,10,8,Saturday,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0.4739052189562091,0.01,Medium
None,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,10,9,Saturday,1,0.7071067811865476,-0.7071067811865475,0,0,1,0,0,0,0,0,0,0,0,0,0.4754049190161965,0.4,Medium
None,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,10,10,Saturday,1,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.5022495500899821,0.2,Medium
None,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,10,11,Saturday,1,0.258819045102521,-0.9659258262890682,0,0,1,0,0,0,0,0,0,0,0,0,0.5196460707858432,0.2,High
None,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,10,12,Saturday,1,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.535242951409718,0.4,High
None,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,10,13,Saturday,1,-0.2588190451025208,-0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.5508398320335935,0.75,High
None,280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,10,14,Saturday,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0,0.5527894421115779,0.75,High
None,280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,10,15,Saturday,1,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0.5490401919616078,0.75,High
None,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,10,16,Saturday,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.5349430113977206,0.9,High
None,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,10,17,Saturday,1,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.532693461307739,0.9,Medium
None,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,10,18,Saturday,1,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.5248950209958008,0.9,Medium
None,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,10,19,Saturday,1,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.521445710857829,0.9,Medium
None,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,10,20,Saturday,1,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.521445710857829,0.9,Medium
None,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,10,21,Saturday,1,-0.7071067811865477,0.7071067811865474,0,0,1,0,0,0,0,0,0,0,0,0,0.5179964007198563,0.9,Medium
None,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,10,22,Saturday,1,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0.5025494901019795,0.9,Medium
None,276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,10,23,Saturday,1,-0.25881904510252157,0.9659258262890681,0,0,1,0,0,0,0,0,0,0,0,0,0.49415116976604656,0.75,Medium
None,276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,10,0,Sunday,1,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.4907018596280747,0.75,Medium
None,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,10,3,Sunday,1,0.7071067811865476,0.7071067811865476,0,0,1,0,0,0,0,0,0,0,0,0,0.4850029994001204,0.9,Low
None,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,10,4,Sunday,1,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.4838032393521294,0.9,Low
None,275.51,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,627,10,5,Sunday,1,0.9659258262890683,0.25881904510252074,0,0,1,0,0,0,0,0,0,0,0,0,0.4817036592681464,0.75,Low
None,275.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,1508,10,6,Sunday,1,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0.4748050389922019,0.9,Medium
None,274.77,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,1539,10,7,Sunday,1,0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.47060587882423505,0.9,Medium
None,274.77,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2232,10,8,Sunday,1,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0.47060587882423505,0.75,Medium
None,275.55,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,4568,10,9,Sunday,1,0.7071067811865476,-0.7071067811865475,0,0,1,0,0,0,0,0,0,0,0,0,0.4823035392921419,0.75,Medium
None,276.24,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,4624,10,10,Sunday,1,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.49265146970605905,0.75,Medium
None,277.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,4529,10,11,Sunday,1,0.258819045102521,-0.9659258262890682,0,0,1,0,0,0,0,0,0,0,0,0,0.5041991601679664,0.9,Medium
None,277.43,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,5139,10,12,Sunday,1,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.5104979004199163,0.9,High
None,278.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,6640,10,13,Sunday,1,-0.2588190451025208,-0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.5257948410317936,0.9,High
None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,6589,10,14,Sunday,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0,0.5380923815236951,0.9,High
None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,4429,10,15,Sunday,1,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0.5380923815236951,0.9,Medium
None,279.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,4329,10,16,Sunday,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.540641871625675,0.9,Medium
None,279.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,3833,10,17,Sunday,1,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.5388422315536893,0.9,Medium
None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,4015,10,18,Sunday,1,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.5380923815236951,0.9,Medium
